序号	汉字	级别	GB/T 13000	GB 18030
2592	硫	1	786B	C1F2
2593	雁	1	96C1	D1E3
2594	殖	1	6B96	D6B3
2595	裂	1	88C2	C1D1
2596	雄	1	96C4	D0DB
2597	颊	1	988A	BCD5
2598	雳	1	96F3	F6A8
2599	暂	1	6682	D4DD
2600	雅	1	96C5	D1C5
2601	翘	1	7FD8	C7CC
2602	辈	1	8F88	B1B2
2603	悲	1	60B2	B1AF
2604	紫	1	7D2B	D7CF
2605	凿	1	51FF	D4E4
2606	辉	1	8F89	BBD4
2607	敞	1	655E	B3A8
2608	棠	1	68E0	CCC4
2609	赏	1	8D4F	C9CD
2610	掌	1	638C	D5C6
2611	晴	1	6674	C7E7
2612	睐	1	7750	EDF9
2613	暑	1	6691	CAEE
2614	最	1	6700	D7EE
2615	晰	1	6670	CEFA
2616	量	1	91CF	C1BF
2617	鼎	1	9F0E	B6A6
2618	喷	1	55B7	C5E7
2619	喳	1	55B3	D4FB
2620	晶	1	6676	BEA7
2621	喇	1	5587	C0AE
2622	遇	1	9047	D3F6
2623	喊	1	558A	BAB0
2624	遏	1	904F	B6F4
2625	晾	1	667E	C1C0
2626	景	1	666F	BEB0
2627	畴	1	7574	B3EB
2628	践	1	8DF5	BCF9
2629	跋	1	8DCB	B0CF
2630	跌	1	8DCC	B5F8
2631	跑	1	8DD1	C5DC
2632	跛	1	8DDB	F5CB
2633	遗	1	9057	D2C5
2634	蛙	1	86D9	CDDC
2635	蛛	1	86DB	D6EB
2636	蜓	1	8713	F2D1
2637	蜒	1	8712	D1D1
2638	蛤	1	86E4	B8F2
2639	喝	1	559D	BAC8
2640	鹃	1	9E43	BEE9
2641	喂	1	5582	CEB9
2642	喘	1	5598	B4AD
2643	喉	1	5589	BAED
2644	喻	1	55BB	D3F7
2645	啼	1	557C	CCE4
2646	喧	1	55A7	D0FA
2647	嵌	1	5D4C	C7B6
2648	幅	1	5E45	B7F9
2649	帽	1	5E3D	C3B1
2650	赋	1	8D4B	B8B3
2651	赌	1	8D4C	B6C4
2652	赎	1	8D4E	CAEA
2653	赐	1	8D50	B4CD
2654	赔	1	8D54	C5E2
2655	黑	1	9ED1	BADA
2656	铸	1	94F8	D6FD
2657	铺	1	94FA	C6CC
2658	链	1	94FE	C1B4
2659	销	1	9500	CFFA
2660	锁	1	9501	CBF8
2661	锄	1	9504	B3FA
2662	锅	1	9505	B9F8
2663	锈	1	9508	D0E2
2664	锋	1	950B	B7E6
2665	锌	1	950C	D0BF
2666	锐	1	9510	C8F1
2667	甥	1	7525	C9FB
2668	掰	1	63B0	EAFE
2669	短	1	77ED	B6CC
2670	智	1	667A	D6C7
2671	氮	1	6C2E	B5AA
2672	毯	1	6BEF	CCBA
2673	氯	1	6C2F	C2C8
2674	鹅	1	9E45	B6EC
2675	剩	1	5269	CAA3
2676	稍	1	7A0D	C9D4
2677	程	1	7A0B	B3CC
2678	稀	1	7A00	CFA1
2679	税	1	7A0E	CBB0
2680	筐	1	7B50	BFF0
2681	等	1	7B49	B5C8
2682	筑	1	7B51	D6FE
2683	策	1	7B56	B2DF
2684	筛	1	7B5B	C9B8
2685	筒	1	7B52	CDB2
2686	筏	1	7B4F	B7A4
2687	答	1	7B54	B4F0
2688	筋	1	7B4B	BDEE
2689	筝	1	7B5D	F3DD
2690	傲	1	50B2	B0C1
2691	傅	1	5085	B8B5
2692	牌	1	724C	C5C6
2693	堡	1	5821	B1A4
2694	集	1	96C6	BCAF
2695	焦	1	7126	BDB9
2696	傍	1	508D	B0F8
2697	储	1	50A8	B4A2
2698	皓	1	7693	F0A9
2699	皖	1	7696	CDEE
2700	粤	1	7CA4	D4C1
2701	奥	1	5965	B0C2
2702	街	1	8857	BDD6
2703	惩	1	60E9	B3CD
2704	御	1	5FA1	D3F9
2705	循	1	5FAA	D1AD
2706	艇	1	8247	CDA7
2707	舒	1	8212	CAE6
2708	逾	1	903E	D3E2
2709	番	1	756A	B7AC
2710	释	1	91CA	CACD
2711	禽	1	79BD	C7DD
2712	腊	1	814A	C0B0
2713	脾	1	813E	C6A2
2714	腋	1	814B	D2B8
2715	腔	1	8154	C7BB
2716	腕	1	8155	CDF3
2717	鲁	1	9C81	C2B3
2718	猩	1	7329	D0C9
2719	猬	1	732C	E2AC
2720	猾	1	733E	BBAB
2721	猴	1	7334	BAEF
2722	惫	1	60EB	B1B9
2723	然	1	7136	C8BB
2724	馈	1	9988	C0A1
2725	馋	1	998B	B2F6
2726	装	1	88C5	D7B0
2727	蛮	1	86EE	C2F9
2728	就	1	5C31	BECD
2729	敦	1	6566	B6D8
2730	斌	1	658C	B1F3
2731	痘	1	75D8	B6BB
2732	痢	1	75E2	C1A1
2733	痪	1	75EA	BBBE
2734	痛	1	75DB	CDB4
2735	童	1	7AE5	CDAF
2736	竣	1	7AE3	BFA2
2737	阔	1	9614	C0AB
2738	善	1	5584	C9C6
2739	翔	1	7FD4	CFE8
2740	羡	1	7FA1	CFDB
2741	普	1	666E	C6D5
2742	粪	1	7CAA	B7E0
2743	尊	1	5C0A	D7F0
2744	奠	1	5960	B5EC
2745	道	1	9053	B5C0
2746	遂	1	9042	CBEC
2747	曾	1	66FE	D4F8
2748	焰	1	7130	D1E6
2749	港	1	6E2F	B8DB
2750	滞	1	6EDE	D6CD
2751	湖	1	6E56	BAFE
2752	湘	1	6E58	CFE6
2753	渣	1	6E23	D4FC
2754	渤	1	6E24	B2B3
2755	渺	1	6E3A	C3EC
2756	湿	1	6E7F	CAAA
2757	温	1	6E29	CEC2
2758	渴	1	6E34	BFCA
2759	溃	1	6E83	C0A3
2760	溅	1	6E85	BDA6
2761	滑	1	6ED1	BBAC
2762	湃	1	6E43	C5C8
2763	渝	1	6E1D	D3E5
2764	湾	1	6E7E	CDE5
2765	渡	1	6E21	B6C9
2766	游	1	6E38	D3CE
2767	滋	1	6ECB	D7CC
2768	渲	1	6E32	E4D6
2769	溉	1	6E89	B8C8
2770	愤	1	6124	B7DF
2771	慌	1	614C	BBC5
2772	惰	1	60F0	B6E8
2773	愕	1	6115	E3B5
2774	愣	1	6123	E3B6
2775	惶	1	60F6	BBCC
2776	愧	1	6127	C0A2
2777	愉	1	6109	D3E4
2778	慨	1	6168	BFAE
2779	割	1	5272	B8EE
2780	寒	1	5BD2	BAAE
2781	富	1	5BCC	B8BB
2782	寓	1	5BD3	D4A2
2783	窜	1	7A9C	B4DC
2784	窝	1	7A9D	CED1
2785	窖	1	7A96	BDD1
2786	窗	1	7A97	B4B0
2787	窘	1	7A98	BEBD
2788	遍	1	904D	B1E9
2789	雇	1	96C7	B9CD
2790	裕	1	88D5	D4A3
2791	裤	1	88E4	BFE3
2792	裙	1	88D9	C8B9
2793	禅	1	7985	ECF8
2794	禄	1	7984	C2BB
2795	谢	1	8C22	D0BB
2796	谣	1	8C23	D2A5
2797	谤	1	8C24	B0F9
2798	谦	1	8C26	C7AB
2799	犀	1	7280	CFAC
2800	属	1	5C5E	CAF4
2801	屡	1	5C61	C2C5
2802	强	1	5F3A	C7BF
2803	粥	1	7CA5	D6E0
2804	疏	1	758F	CAE8
2805	隔	1	9694	B8F4
2806	隙	1	9699	CFB6
2807	隘	1	9698	B0AF
2808	媒	1	5A92	C3BD
2809	絮	1	7D6E	D0F5
2810	嫂	1	5AC2	C9A9
2811	媚	1	5A9A	C3C4
2812	婿	1	5A7F	D0F6
2813	登	1	767B	B5C7
2814	缅	1	7F05	C3E5
2815	缆	1	7F06	C0C2
2816	缉	1	7F09	BCA9
2817	缎	1	7F0E	B6D0
2818	缓	1	7F13	BBBA
2819	缔	1	7F14	B5DE
2820	缕	1	7F15	C2C6
2821	骗	1	9A97	C6AD
2822	编	1	7F16	B1E0
2823	骚	1	9A9A	C9A7
2824	缘	1	7F18	D4B5
2825	瑟	1	745F	C9AA
2826	鹉	1	9E49	F0C4
2827	瑞	1	745E	C8F0
2828	瑰	1	7470	B9E5
2829	瑙	1	7459	E8A7
2830	魂	1	9B42	BBEA
2831	肆	1	8086	CBC1
2832	摄	1	6444	C9E3
2833	摸	1	6478	C3FE
2834	填	1	586B	CCEE
2835	搏	1	640F	B2AB
2836	塌	1	584C	CBFA
2837	鼓	1	9F13	B9C4
2838	摆	1	6446	B0DA
2839	携	1	643A	D0AF
2840	搬	1	642C	B0E1
2841	摇	1	6447	D2A1
2842	搞	1	641E	B8E3
2843	塘	1	5858	CCC1
2844	摊	1	644A	CCAF
2845	聘	1	8058	C6B8
2846	斟	1	659F	D5E5
2847	蒜	1	849C	CBE2
2848	勤	1	52E4	C7DA
2849	靴	1	9774	D1A5
2850	靶	1	9776	B0D0
2851	鹊	1	9E4A	C8B5
2852	蓝	1	84DD	C0B6
2853	墓	1	5893	C4B9
2854	幕	1	5E55	C4BB
2855	蓬	1	84EC	C5EE
2856	蓄	1	84C4	D0EE
2857	蒲	1	84B2	C6D1
2858	蓉	1	84C9	C8D8
2859	蒙	1	8499	C3C9
2860	蒸	1	84B8	D5F4
2861	献	1	732E	CFD7
2862	椿	1	693F	B4BB
2863	禁	1	7981	BDFB
2864	楚	1	695A	B3FE
2865	楷	1	6977	BFAC
2866	榄	1	6984	E9AD
2867	想	1	60F3	CFEB
2868	槐	1	69D0	BBB1
2869	榆	1	6986	D3DC
2870	楼	1	697C	C2A5
2871	概	1	6982	B8C5
2872	赖	1	8D56	C0B5
2873	酪	1	916A	C0D2
2874	酬	1	916C	B3EA
2875	感	1	611F	B8D0
2876	碍	1	788D	B0AD
2877	碘	1	7898	B5E2
2878	碑	1	7891	B1AE
2879	碎	1	788E	CBE9
2880	碰	1	78B0	C5F6
2881	碗	1	7897	CDEB
2882	碌	1	788C	C2B5
2883	尴	1	5C34	DECF
2884	雷	1	96F7	C0D7
2885	零	1	96F6	C1E3
2886	雾	1	96FE	CEED
2887	雹	1	96F9	B1A2
2888	辐	1	8F90	B7F8
2889	辑	1	8F91	BCAD
2890	输	1	8F93	CAE4
2891	督	1	7763	B6BD
2892	频	1	9891	C6B5
2893	龄	1	9F84	C1E4
2894	鉴	1	9274	BCF8
2895	睛	1	775B	BEA6
2896	睹	1	7779	B6C3
2897	睦	1	7766	C4C0
2898	瞄	1	7784	C3E9
2899	睫	1	776B	BDDE
2900	睡	1	7761	CBAF
2901	睬	1	776C	B2C7
2902	嗜	1	55DC	CAC8
2903	鄙	1	9119	B1C9
2904	嗦	1	55E6	E0C2
2905	愚	1	611A	D3DE
2906	暖	1	6696	C5AF
2907	盟	1	76DF	C3CB
2908	歇	1	6B47	D0AA
2909	暗	1	6697	B0B5
2910	暇	1	6687	CFBE
2911	照	1	7167	D5D5
2912	畸	1	7578	BBFB
2913	跨	1	8DE8	BFE7
2914	跷	1	8DF7	F5CE
2915	跳	1	8DF3	CCF8
2916	跺	1	8DFA	B6E5
2917	跪	1	8DEA	B9F2
2918	路	1	8DEF	C2B7
2919	跤	1	8DE4	F5D3
2920	跟	1	8DDF	B8FA
2921	遣	1	9063	C7B2
2922	蜈	1	8708	F2DA
2923	蜗	1	8717	CECF
2924	蛾	1	86FE	B6EA
2925	蜂	1	8702	B7E4
2926	蜕	1	8715	CDC9
2927	嗅	1	55C5	D0E1
2928	嗡	1	55E1	CECB
2929	嗓	1	55D3	C9A4
2930	署	1	7F72	CAF0
2931	置	1	7F6E	D6C3
2932	罪	1	7F6A	D7EF
2933	罩	1	7F69	D5D6
2934	蜀	1	8700	CAF1
2935	幌	1	5E4C	BBCF
2936	错	1	9519	B4ED
2937	锚	1	951A	C3AA
2938	锡	1	9521	CEFD
2939	锣	1	9523	C2E0
2940	锤	1	9524	B4B8
2941	锥	1	9525	D7B6
2942	锦	1	9526	BDF5
2943	键	1	952E	BCFC
2944	锯	1	952F	BEE2
2945	锰	1	9530	C3CC
2946	矮	1	77EE	B0AB
2947	辞	1	8F9E	B4C7
2948	稚	1	7A1A	D6C9
2949	稠	1	7A20	B3ED
2950	颓	1	9893	CDC7
2951	愁	1	6101	B3EE
2952	筹	1	7B79	B3EF
2953	签	1	7B7E	C7A9
2954	简	1	7B80	BCF2
2955	筷	1	7B77	BFEA
2956	毁	1	6BC1	BBD9
2957	舅	1	8205	BECB
2958	鼠	1	9F20	CAF3
2959	催	1	50AC	B4DF
2960	傻	1	50BB	C9B5
2961	像	1	50CF	CFF1
2962	躲	1	8EB2	B6E3
2963	魁	1	9B41	BFFD
2964	衙	1	8859	D1C3
2965	微	1	5FAE	CEA2
2966	愈	1	6108	D3FA
2967	遥	1	9065	D2A3
2968	腻	1	817B	C4E5
2969	腰	1	8170	D1FC
2970	腥	1	8165	D0C8
2971	腮	1	816E	C8F9
2972	腹	1	8179	B8B9
2973	腺	1	817A	CFD9
2974	鹏	1	9E4F	C5F4
2975	腾	1	817E	CCDA
2976	腿	1	817F	CDC8
2977	鲍	1	9C8D	B1AB
2978	猿	1	733F	D4B3
2979	颖	1	9896	D3B1
2980	触	1	89E6	B4A5
2981	解	1	89E3	BDE2
2982	煞	1	715E	C9B7
2983	雏	1	96CF	B3FB
2984	馍	1	998D	E2C9
2985	馏	1	998F	C1F3
2986	酱	1	9171	BDB4
2987	禀	1	7980	D9F7
2988	痹	1	75F9	B1D4
2989	廓	1	5ED3	C0AA
2990	痴	1	75F4	B3D5
2991	痰	1	75F0	CCB5
2992	廉	1	5EC9	C1AE
2993	靖	1	9756	BEB8
2994	新	1	65B0	D0C2
2995	韵	1	97F5	D4CF
2996	意	1	610F	D2E2
2997	誊	1	8A8A	CCDC
2998	粮	1	7CAE	C1B8
2999	数	1	6570	CAFD
3000	煎	1	714E	BCE5
3001	塑	1	5851	CBDC
3002	慈	1	6148	B4C8
3003	煤	1	7164	C3BA
3004	煌	1	714C	BBCD
3005	满	1	6EE1	C2FA
3006	漠	1	6F20	C4AE
3007	滇	1	6EC7	B5E1
3008	源	1	6E90	D4B4
3009	滤	1	6EE4	C2CB
3010	滥	1	6EE5	C0C4
3011	滔	1	6ED4	CCCF
3012	溪	1	6EAA	CFAA
3013	溜	1	6E9C	C1EF
3014	漓	1	6F13	C0EC
3015	滚	1	6EDA	B9F6
3016	溢	1	6EA2	D2E7
3017	溯	1	6EAF	CBDD
3018	滨	1	6EE8	B1F5
3019	溶	1	6EB6	C8DC
3020	溺	1	6EBA	C4E7
3021	粱	1	7CB1	C1BB
3022	滩	1	6EE9	CCB2
3023	慎	1	614E	C9F7
3024	誉	1	8A89	D3FE
3025	塞	1	585E	C8FB
3026	寞	1	5BDE	C4AF
3027	窥	1	7AA5	BFFA
3028	窟	1	7A9F	BFDF
3029	寝	1	5BDD	C7DE
3030	谨	1	8C28	BDF7
3031	褂	1	8902	B9D3
3032	裸	1	88F8	C2E3
3033	福	1	798F	B8A3
3034	谬	1	8C2C	C3FD
3035	群	1	7FA4	C8BA
3036	殿	1	6BBF	B5EE
3037	辟	1	8F9F	B1D9
3038	障	1	969C	D5CF
3039	媳	1	5AB3	CFB1
3040	嫉	1	5AC9	BCB5
3041	嫌	1	5ACC	CFD3
3042	嫁	1	5AC1	BCDE
3043	叠	1	53E0	B5FE
3044	缚	1	7F1A	B8BF
3045	缝	1	7F1D	B7EC
3046	缠	1	7F20	B2F8
3047	缤	1	7F24	E7CD
3048	剿	1	527F	BDCB
3049	静	1	9759	BEB2
3050	碧	1	78A7	B1CC
3051	璃	1	7483	C1A7
3052	赘	1	8D58	D7B8
3053	熬	1	71AC	B0BE
3054	墙	1	5899	C7BD
3055	墟	1	589F	D0E6
3056	嘉	1	5609	BCCE
3057	摧	1	6467	B4DD
3058	赫	1	8D6B	BAD5
3059	截	1	622A	BDD8
3060	誓	1	8A93	CAC4
3061	境	1	5883	BEB3
3062	摘	1	6458	D5AA
3063	摔	1	6454	CBA4
3064	撇	1	6487	C6B2
3065	聚	1	805A	BEDB
3066	慕	1	6155	C4BD
3067	暮	1	66AE	C4BA
3068	摹	1	6479	C4A1
3069	蔓	1	8513	C2FB
3070	蔑	1	8511	C3EF
3071	蔡	1	8521	B2CC
3072	蔗	1	8517	D5E1
3073	蔽	1	853D	B1CE
3074	蔼	1	853C	B0AA
3075	熙	1	7199	CEF5
3076	蔚	1	851A	CEB5
3077	兢	1	5162	BEA4
3078	模	1	6A21	C4A3
3079	槛	1	69DB	BCF7
3080	榴	1	69B4	C1F1
3081	榜	1	699C	B0F1
3082	榨	1	69A8	D5A5
3083	榕	1	6995	E9C5
3084	歌	1	6B4C	B8E8
3085	遭	1	906D	D4E2
3086	酵	1	9175	BDCD
3087	酷	1	9177	BFE1
3088	酿	1	917F	C4F0
3089	酸	1	9178	CBE1
3090	碟	1	789F	B5FA
3091	碱	1	78B1	BCEE
3092	碳	1	78B3	CCBC
3093	磁	1	78C1	B4C5
3094	愿	1	613F	D4B8
3095	需	1	9700	D0E8
3096	辖	1	8F96	CFBD
3097	辗	1	8F97	D5B7
3098	雌	1	96CC	B4C6
3099	裳	1	88F3	C9D1
3100	颗	1	9897	BFC5
3101	瞅	1	7785	B3F2
3102	墅	1	5885	CAFB
3103	嗽	1	55FD	CBD4
3104	踊	1	8E0A	D3BB
3105	蜻	1	873B	F2DF
3106	蜡	1	8721	C0AF
3107	蝇	1	8747	D3AC
3108	蜘	1	8718	D6A9
3109	蝉	1	8749	B2F5
3110	嘛	1	561B	C2EF
3111	嘀	1	5600	E0D6
3112	赚	1	8D5A	D7AC
3113	锹	1	9539	C7C2
3114	锻	1	953B	B6CD
3115	镀	1	9540	B6C6
3116	舞	1	821E	CEE8
3117	舔	1	8214	CCF2
3118	稳	1	7A33	CEC8
3119	熏	1	718F	D1AC
3120	箕	1	7B95	BBFE
3121	算	1	7B97	CBE3
3122	箩	1	7BA9	C2E1
3123	管	1	7BA1	B9DC
3124	箫	1	7BAB	F3EF
3125	舆	1	8206	D3DF
3126	僚	1	50DA	C1C5
3127	僧	1	50E7	C9AE
3128	鼻	1	9F3B	B1C7
3129	魄	1	9B44	C6C7
3130	魅	1	9B45	F7C8
3131	貌	1	8C8C	C3B2
3132	膜	1	819C	C4A4
3133	膊	1	818A	B2B2
3134	膀	1	8180	B0F2
3135	鲜	1	9C9C	CFCA
3136	疑	1	7591	D2C9
3137	孵	1	5B75	B7F5
3138	馒	1	9992	C2F8
3139	裹	1	88F9	B9FC
3140	敲	1	6572	C7C3
3141	豪	1	8C6A	BAC0
3142	膏	1	818F	B8E0
3143	遮	1	906E	D5DA
3144	腐	1	8150	B8AF
3145	瘩	1	7629	B4F1
3146	瘟	1	761F	CEC1
3147	瘦	1	7626	CADD
3148	辣	1	8FA3	C0B1
3149	彰	1	5F70	D5C3
3150	竭	1	7AED	BDDF
3151	端	1	7AEF	B6CB
3152	旗	1	65D7	C6EC
3153	精	1	7CBE	BEAB
3154	粹	1	7CB9	B4E2
3155	歉	1	6B49	C7B8
3156	弊	1	5F0A	B1D7
3157	熄	1	7184	CFA8
3158	熔	1	7194	C8DB
3159	煽	1	717D	C9BF
3160	潇	1	6F47	E4EC
3161	漆	1	6F06	C6E1
3162	漱	1	6F31	CAFE
3163	漂	1	6F02	C6AF
3164	漫	1	6F2B	C2FE
3165	滴	1	6EF4	B5CE
3166	漾	1	6F3E	D1FA
3167	演	1	6F14	D1DD
3168	漏	1	6F0F	C2A9
3169	慢	1	6162	C2FD
3170	慷	1	6177	BFB6
3171	寨	1	5BE8	D5AF
3172	赛	1	8D5B	C8FC
3173	寡	1	5BE1	B9D1
3174	察	1	5BDF	B2EC
3175	蜜	1	871C	C3DB
3176	寥	1	5BE5	C1C8
3177	谭	1	8C2D	CCB7
3178	肇	1	8087	D5D8
3179	褐	1	8910	BAD6
3180	褪	1	892A	CDCA
3181	谱	1	8C31	C6D7
3182	隧	1	96A7	CBED
3183	嫩	1	5AE9	C4DB
3184	翠	1	7FE0	B4E4
3185	熊	1	718A	D0DC
3186	凳	1	51F3	B5CA
3187	骡	1	9AA1	C2E2
3188	缩	1	7F29	CBF5
3189	慧	1	6167	BBDB
3190	撵	1	64B5	C4EC
3191	撕	1	6495	CBBA
3192	撒	1	6492	C8F6
3193	撩	1	64A9	C1C3
3194	趣	1	8DA3	C8A4
3195	趟	1	8D9F	CCCB
3196	撑	1	6491	B3C5
3197	撮	1	64AE	B4E9
3198	撬	1	64AC	C7CB
3199	播	1	64AD	B2A5
3200	擒	1	64D2	C7DC
3201	墩	1	58A9	B6D5
3202	撞	1	649E	D7B2
3203	撤	1	64A4	B3B7
3204	增	1	589E	D4F6
3205	撰	1	64B0	D7AB
3206	聪	1	806A	B4CF
3207	鞋	1	978B	D0AC
3208	鞍	1	978D	B0B0
3209	蕉	1	8549	BDB6
3210	蕊	1	854A	C8EF
3211	蔬	1	852C	CADF
3212	蕴	1	8574	D4CC
3213	横	1	6A2A	BAE1
3214	槽	1	69FD	B2DB
3215	樱	1	6A31	D3A3
3216	橡	1	6A61	CFF0
3217	樟	1	6A1F	D5C1
3218	橄	1	6A44	E9CF
3219	敷	1	6577	B7F3
3220	豌	1	8C4C	CDE3
3221	飘	1	98D8	C6AE
3222	醋	1	918B	B4D7
3223	醇	1	9187	B4BC
3224	醉	1	9189	D7ED
3225	磕	1	78D5	BFC4
3226	磊	1	78CA	C0DA
3227	磅	1	78C5	B0F5
3228	碾	1	78BE	C4EB
3229	震	1	9707	D5F0
3230	霄	1	9704	CFF6
3231	霉	1	9709	C3B9
3232	瞒	1	7792	C2F7
3233	题	1	9898	CCE2
3234	暴	1	66B4	B1A9
3235	瞎	1	778E	CFB9
3236	嘻	1	563B	CEFB
3237	嘶	1	5636	CBBB
3238	嘲	1	5632	B3B0
3239	嘹	1	5639	E0DA
3240	影	1	5F71	D3B0
3241	踢	1	8E22	CCDF
3242	踏	1	8E0F	CCA4
3243	踩	1	8E29	B2C8
3244	踪	1	8E2A	D7D9
3245	蝶	1	8776	B5FB
3246	蝴	1	8774	BAFB
3247	蝠	1	8760	F2F0
3248	蝎	1	874E	D0AB
3249	蝌	1	874C	F2F2
3250	蝗	1	8757	BBC8
3251	蝙	1	8759	F2F9
3252	嘿	1	563F	BAD9
3253	嘱	1	5631	D6F6
3254	幢	1	5E62	B4B1
3255	墨	1	58A8	C4AB
3256	镇	1	9547	D5F2
3257	镐	1	9550	B8E4
3258	镑	1	9551	B0F7
3259	靠	1	9760	BFBF
3260	稽	1	7A3D	BBFC
3261	稻	1	7A3B	B5BE
3262	黎	1	9ECE	C0E8
3263	稿	1	7A3F	B8E5
3264	稼	1	7A3C	BCDA
3265	箱	1	7BB1	CFE4
3266	篓	1	7BD3	C2A8
3267	箭	1	7BAD	BCFD
3268	篇	1	7BC7	C6AA
3269	僵	1	50F5	BDA9
3270	躺	1	8EBA	CCC9
3271	僻	1	50FB	C6A7
3272	德	1	5FB7	B5C2
3273	艘	1	8258	CBD2
3274	膝	1	819D	CFA5
3275	膛	1	819B	CCC5
3276	鲤	1	9CA4	C0F0
3277	鲫	1	9CAB	F6EA
3278	熟	1	719F	CAEC
3279	摩	1	6469	C4A6
3280	褒	1	8912	B0FD
3281	瘪	1	762A	B1F1
3282	瘤	1	7624	C1F6
3283	瘫	1	762B	CCB1
3284	凛	1	51DB	C1DD
3285	颜	1	989C	D1D5
3286	毅	1	6BC5	D2E3
3287	糊	1	7CCA	BAFD
3288	遵	1	9075	D7F1
3289	憋	1	618B	B1EF
3290	潜	1	6F5C	C7B1
3291	澎	1	6F8E	C5EC
3292	潮	1	6F6E	B3B1
3293	潭	1	6F6D	CCB6
3294	鲨	1	9CA8	F6E8
3295	澳	1	6FB3	B0C4
3296	潘	1	6F58	C5CB
3297	澈	1	6F88	B3BA
3298	澜	1	6F9C	C0BD
3299	澄	1	6F84	B3CE
3300	懂	1	61C2	B6AE
3301	憔	1	6194	E3BE
3302	懊	1	61CA	B0C3
3303	憎	1	618E	D4F7
3304	额	1	989D	B6EE
3305	翩	1	7FE9	F4E6
3306	褥	1	8925	C8EC
3307	谴	1	8C34	C7B4
3308	鹤	1	9E64	BAD7
3309	憨	1	61A8	BAA9
3310	慰	1	6170	CEBF
3311	劈	1	5288	C5FC
3312	履	1	5C65	C2C4
3313	豫	1	8C6B	D4A5
3314	缭	1	7F2D	E7D4
3315	撼	1	64BC	BAB3
3316	擂	1	64C2	C0DE
3317	操	1	64CD	B2D9
3318	擅	1	64C5	C9C3
3319	燕	1	71D5	D1E0
3320	蕾	1	857E	C0D9
3321	薯	1	85AF	CAED
3322	薛	1	859B	D1A6
3323	薇	1	8587	DEB1
3324	擎	1	64CE	C7E6
3325	薪	1	85AA	D0BD
3326	薄	1	8584	B1A1
3327	颠	1	98A0	B5DF
3328	翰	1	7FF0	BAB2
3329	噩	1	5669	D8AC
3330	橱	1	6A71	B3F7
3331	橙	1	6A59	B3C8
3332	橘	1	6A58	E9D9
3333	整	1	6574	D5FB
3334	融	1	878D	C8DA
3335	瓢	1	74E2	C6B0
3336	醒	1	9192	D0D1
3337	霍	1	970D	BBF4
3338	霎	1	970E	F6AE
3339	辙	1	8F99	D5DE
3340	冀	1	5180	BCBD
3341	餐	1	9910	B2CD
3342	嘴	1	5634	D7EC
3343	踱	1	8E31	F5E2
3344	蹄	1	8E44	CCE3
3345	蹂	1	8E42	F5E5
3346	蟆	1	87C6	F3A1
3347	螃	1	8783	F3A6
3348	器	1	5668	C6F7
3349	噪	1	566A	D4EB
3350	鹦	1	9E66	F0D0
3351	赠	1	8D60	D4F9
3352	默	1	9ED8	C4AC
3353	黔	1	9ED4	C7AD
3354	镜	1	955C	BEB5
3355	赞	1	8D5E	D4DE
3356	穆	1	7A46	C4C2
3357	篮	1	7BEE	C0BA
3358	篡	1	7BE1	B4DB
3359	篷	1	7BF7	C5F1
3360	篱	1	7BF1	C0E9
3361	儒	1	5112	C8E5
3362	邀	1	9080	D1FB
3363	衡	1	8861	BAE2
3364	膨	1	81A8	C5F2
3365	雕	1	96D5	B5F1
3366	鲸	1	9CB8	BEA8
3367	磨	1	78E8	C4A5
3368	瘾	1	763E	F1AB
3369	瘸	1	7638	C8B3
3370	凝	1	51DD	C4FD
3371	辨	1	8FA8	B1E6
3372	辩	1	8FA9	B1E7
3373	糙	1	7CD9	B2DA
3374	糖	1	7CD6	CCC7
3375	糕	1	7CD5	B8E2
3376	燃	1	71C3	C8BC
3377	濒	1	6FD2	B1F4
3378	澡	1	6FA1	D4E8
3379	激	1	6FC0	BCA4
3380	懒	1	61D2	C0C1
3381	憾	1	61BE	BAB6
3382	懈	1	61C8	D0B8
3383	窿	1	7ABF	C1FE
3384	壁	1	58C1	B1DA
3385	避	1	907F	B1DC
3386	缰	1	7F30	E7D6
3387	缴	1	7F34	BDC9
3388	戴	1	6234	B4F7
3389	擦	1	64E6	B2C1
3390	藉	1	85C9	BDE5
3391	鞠	1	97A0	BECF
3392	藏	1	85CF	B2D8
3393	藐	1	85D0	C3EA
3394	檬	1	6AAC	C3CA
3395	檐	1	6A90	E9DC
3396	檀	1	6A80	CCB4
3397	礁	1	7901	BDB8
3398	磷	1	78F7	C1D7
3399	霜	1	971C	CBAA
3400	霞	1	971E	CFBC
3401	瞭	1	77AD	B274
3402	瞧	1	77A7	C7C6
3403	瞬	1	77AC	CBB2
3404	瞳	1	77B3	CDAB
3405	瞩	1	77A9	D6F5
3406	瞪	1	77AA	B5C9
3407	曙	1	66D9	CAEF
3408	蹋	1	8E4B	CCA3
3409	蹈	1	8E48	B5B8
3410	螺	1	87BA	C2DD
3411	蟋	1	87CB	F3AC
3412	蟀	1	87C0	F3B0
3413	嚎	1	568E	BABF
3414	赡	1	8D61	C9C4
3415	穗	1	7A57	CBEB
3416	魏	1	9B4F	CEBA
3417	簧	1	7C27	BBC9
3418	簇	1	7C07	B4D8
3419	繁	1	7E41	B7B1
3420	徽	1	5FBD	BBD5
3421	爵	1	7235	BEF4
3422	朦	1	6726	EBFC
